Location,Total_word_count
KY_BowlingGreen,388149.0
KY_Campbellsville,141366.0
KY_Columbia,55656.0
KY_CrestviewHills,275888.0
KY_Dayton,204292.0
KY_Edgewood,245426.0
KY_Elizabethtown,243891.0
KY_Elsmere,270315.0
KY_Erlanger,237646.0
KY_FortWright,284140.0
KY_Georgetown,312844.0
KY_Henderson,261150.0
KY_HighlandHeights,232480.0
KY_Hillview,195520.0
KY_Lebanon,195282.0
KY_Madisonville,247921.0
KY_Mayfield,197757.0
KY_MountSterling,24765.0
KY_Murray,239271.0
KY_Nicholasville,237098.0
KY_Paducah,316790.0
KY_Radcliff,168580.0
KY_Russellville,174493.0
KY_Shepherdsville,199425.0
KY_Springfield,24286.0
KY_Williamstown,236255.0
KY_Wilmore,35631.0
LA_Alexandria,287236.0
LA_AmiteCity,109406.0
LA_Arcadia,98476.0
LA_Bastrop,266928.0
LA_Crowley,202266.0
LA_Eunice,187758.0
LA_Gonzales,234935.0
LA_Jonesboro,99323.0
LA_Kenner,316902.0
LA_LakeCharles,372820.0
LA_Monroe,397899.0
LA_Plaquemine,228854.0
LA_Rayne,171328.0
LA_Slidell,332285.0
LA_WestMonroe,298258.0
LA_Westlake,212272.0
LA_Zachary,260535.0
MA_Abington,85116.0
MA_Acton,148278.0
MA_Adams,89305.0
MA_Agawam,153550.0
MA_Andover,143407.0
MA_Arlington,121845.0
MA_Barnstable,416357.0
MA_Barre,93490.0
MA_Belchertown,164009.0
MA_Belmont,108055.0
MA_Beverly,292312.0
MA_Boston,1025860.0
MA_Burlington,130317.0
MA_Cambridge,379568.0
MA_Charlton,126599.0
MA_Chelmsford,153390.0
MA_Chelsea,253798.0
MA_Chicopee,236127.0
MA_Concord,124326.0
MA_Dedham,118408.0
MA_EastLongmeadow,78207.0
MA_Easthampton,154952.0
MA_Fairhaven,156915.0
MA_Falmouth,200063.0
MA_Foxborough,128609.0
MA_Gloucester,314954.0
MA_Greenfield,204438.0
MA_Hamilton,96176.0
MA_Harwich,105988.0
MA_Hingham,139225.0
MA_Holliston,74306.0
MA_Holyoke,312593.0
MA_Hopkinton,137100.0
MA_Hudson,141829.0
MA_Ipswich,150146.0
MA_Lancaster,124753.0
MA_Lexington,236789.0
MA_Ludlow,120691.0
MA_ManchesterbytheSea,111332.0
MA_Marshfield,205496.0
MA_Mashpee,143937.0
MA_Maynard,145648.0
MA_Medfield,95238.0
MA_Medford,171662.0
MA_Milford,96944.0
MA_Monson,90362.0
MA_Montague,59408.0
MA_Nantucket,171341.0
MA_Needham,148405.0
MA_NewBedford,262745.0
MA_OakBluffs,84514.0
MA_Palmer,132144.0
MA_Paxton,93670.0
MA_Peabody,214964.0
MA_Pepperell,121880.0
MA_Quincy,196648.0
MA_Reading,243449.0
MA_Rehoboth,91126.0
MA_Seekonk,135823.0
MA_Sherborn,124061.0
MA_Somerville,391068.0
MA_SouthHadley,234148.0
MA_Southborough,119671.0
MA_Southbridge,110195.0
MA_Springfield,334094.0
MA_Stow,126312.0
MA_Sunderland,82310.0
MA_Sutton,105280.0
MA_Swampscott,108356.0
MA_Topsfield,93086.0
MA_Watertown,143897.0
MA_Webster,78307.0
MA_Wellesley,162066.0
MA_WestSpringfield,164686.0
MA_Westfield,278614.0
MA_Westminster,109299.0
MA_Weston,129001.0
MA_Weymouth,172222.0
MA_Williamstown,162752.0
MA_Wilmington,119043.0
MA_Winchendon,167043.0
MD_Baltimore,1100167.0
MD_BelAir,212262.0
MD_Bowie,859282.0
MD_Brentwood,759371.0
MD_Cambridge,268649.0
MD_Chestertown,180191.0
MD_Easton,276268.0
MD_Elkton,116691.0
MD_ForestHeights,762966.0
MD_Greenbelt,891933.0
MD_Hagerstown,314958.0
MD_Hampstead,108521.0
MD_IndianHead,191068.0
MD_Laurel,466014.0
MD_MountAiry,148044.0
MD_NorthEast,170316.0
MD_Perryville,205931.0
MD_Sykesville,93599.0
MD_TakomaPark,610080.0
MD_Westminster,221614.0
ME_Auburn,263744.0
ME_BarHarbor,242199.0
ME_Berwick,98964.0
ME_Biddeford,377853.0
ME_Buxton,76064.0
ME_CapeElizabeth,195425.0
ME_Caribou,197828.0
ME_Dexter,155408.0
ME_Eliot,144755.0
ME_Ellsworth,275366.0
ME_Fairfield,170594.0
ME_Farmington,122659.0
ME_Freeport,276384.0
ME_Fryeburg,84947.0
ME_Glenburn,147710.0
ME_Gray,245861.0
ME_Greene,57707.0
ME_Hampden,260967.0
ME_Harpswell,206658.0
ME_Holden,86483.0
ME_Kennebunk,245072.0
ME_Lewiston,298633.0
ME_Lisbon,286281.0
ME_LivermoreFalls,81018.0
ME_Madawaska,73483.0
ME_Madison,153097.0
ME_Millinocket,161653.0
ME_NewGloucester,108037.0
ME_Newport,54885.0
ME_Norridgewock,102340.0
ME_OldTown,133335.0
ME_Portland,536306.0
