Location,Total_word_count
AZ_Cottonwood,221477.0
CA_Corcoran,204676.0
CA_Glendora,495630.0
CA_Martinez,336574.0
CA_MenloPark,280150.0
CA_RedondoBeach,613586.0
IA_Algona,168152.0
IL_LakeintheHills,52381.0
IL_Mokena,317632.0
IL_WestChicago,453879.0
KS_Abilene,204258.0
MA_Topsfield,93086.0
ME_Portland,536306.0
ME_Westbrook,405837.0
MI_Romulus,397522.0
MN_Cologne,132048.0
MN_Fairmont,136462.0
MN_Minneapolis,1010329.0
MO_CapeGirardeau,466392.0
MO_Lexington,223261.0
NC_Sanford,359054.0
NC_Wallace,115543.0
NE_LaVista,260341.0
NE_Plattsmouth,215949.0
NH_Dover,228314.0
NH_Pelham,71926.0
NJ_Hamilton,419861.0
NJ_HarringtonPark,183927.0
NJ_Millburn,225687.0
NJ_Princeton,464863.0
NM_Albuquerque,1240456.0
NY_MountVernon,391153.0
OK_OklahomaCity,865227.0
PA_Clearfield,34142.0
PA_Cranberry,322377.0
PA_Douglass,173865.0
PA_Myerstown,213522.0
PA_Palmer,296747.0
PA_UpperYoder,58522.0
PA_WestPittston,51389.0
SC_Clinton,127279.0
TN_Rockwood,29293.0
TX_Lockhart,282239.0
TX_Seagoville,354346.0
UT_CedarCity,217354.0
UT_Orem,492412.0
UT_Syracuse,230942.0
VA_Vienna,245364.0
VA_Vinton,187540.0
VT_Waterbury,42662.0
WA_Pullman,328215.0
