Location,Total_word_count
AK_Kenai,417225.0
AL_Clanton,142384.0
CA_Delano,426566.0
CA_Huron,264222.0
CA_LaCanadaFlintridge,306765.0
CA_Montclair,355702.0
CA_Seaside,401767.0
CA_Sonoma,377152.0
CA_StHelena,338050.0
CO_CherryHillsVillage,255724.0
CT_Glastonbury,246395.0
CT_NewLondon,297543.0
FL_HallandaleBeach,378430.0
FL_NewSmyrnaBeach,479385.0
GA_Jesup,225074.0
IA_Nevada,175929.0
ID_Moscow,210192.0
ID_StAnthony,121850.0
IL_ArlingtonHeights,339946.0
IL_Frankfort,340436.0
IL_SouthElgin,258379.0
KY_Nicholasville,237125.0
MA_Hudson,141829.0
MA_Milford,96944.0
MN_Northfield,302003.0
MN_RedwoodFalls,240175.0
MO_Olivette,312860.0
MO_PleasantHill,224092.0
NC_Matthews,359592.0
NE_Crete,238899.0
NE_Kearney,294158.0
NY_Lewiston,126277.0
NY_Oneida,248044.0
OH_Harrison,442454.0
OR_HappyValley,291832.0
OR_Tillamook,243850.0
PA_Hellertown,226805.0
PA_NewtownDelaware,241484.0
SC_Spartanburg,249139.0
TN_JohnsonCity,261420.0
TX_LittleElm,474456.0
TX_NassauBay,184161.0
UT_ClintonCity,367823.0
VA_Chesapeake,635966.0
VA_NewportNews,563272.0
WA_Tacoma,1111207.0
WI_LaCrosse,460713.0
WY_Jackson,321613.0
