Location,Total_word_count
AL_Citronelle,136947.0
AL_Lincoln,75953.0
AZ_Gilbert,396798.0
AZ_Snowflake,96757.0
CA_ScottsValley,306478.0
CA_Waterford,342127.0
CO_Gypsum,203428.0
CT_Marlborough,139421.0
CT_Seymour,155423.0
FL_Monticello,158274.0
FL_SafetyHarbor,242518.0
IA_Centerville,160407.0
IL_Christopher,137362.0
IN_Franklin,254485.0
IN_Westfield,197673.0
KS_ValleyCenter,223130.0
KY_Hillview,195568.0
LA_Zachary,260535.0
MI_Roseville,360491.0
MN_Chisholm,111159.0
MN_LittleCanada,249696.0
NC_Hamlet,174375.0
NJ_AtlanticCity,550415.0
NJ_Holmdel,305346.0
NY_SpringValley,229004.0
OH_AvonLake,607654.0
OH_Montpelier,426886.0
OH_Northwood,478625.0
OR_OregonCity,292692.0
PA_Harrison,245435.0
PA_Kutztown,300965.0
PA_Philadelphia,1123737.0
RI_Warwick,307389.0
SC_WestColumbia,194416.0
SD_SiouxFalls,618603.0
TX_Arlington,2374088.0
TX_CedarHill,413569.0
TX_SanAntonio,1374229.0
VA_Petersburg,319106.0
WI_WisconsinRapids,378652.0
