Location,Total_word_count
AL_Foley,233044.0
CA_Brentwood,475663.0
CA_LomaLinda,292986.0
CO_Fruita,271369.0
CO_Gunnison,218564.0
CT_Wethersfield,189078.0
FL_CocoaBeach,319544.0
FL_HialeahGardens,194673.0
GA_Moultrie,301033.0
GA_Woodstock,421406.0
IA_Marengo,117464.0
IL_Woodstock,374951.0
IN_Greenfield,286668.0
KS_ArkansasCity,249861.0
LA_Bastrop,266928.0
MA_Monson,90362.0
ME_Hampden,260967.0
MI_Blissfield,150334.0
MI_Durand,149408.0
MI_ThreeRivers,244917.0
MN_Bloomington,593621.0
MN_BrooklynPark,292353.0
MN_InternationalFalls,132696.0
MO_Cameron,233490.0
MO_Gladstone,315671.0
MO_StLouis,1345528.0
NE_Lincoln,808609.0
NE_Seward,279120.0
NH_Auburn,111340.0
NJ_Collingswood,207557.0
NV_CarsonCity,563808.0
NY_Endicott,208330.0
NY_Jamestown,210940.0
NY_Williamsville,139773.0
OH_Mentor,511855.0
PA_Concord,328082.0
PA_Hampton,330422.0
PA_SouthHanover,228119.0
TN_Farragut,248161.0
TN_Lawrenceburg,143056.0
TX_Bryan,368418.0
TX_Killeen,336003.0
UT_Roosevelt,145203.0
VA_Hampton,459203.0
VA_Wise,78815.0
VT_Rockingham,89993.0
WA_SeaTac,429936.0
WI_LakeGeneva,317213.0
WI_Mukwonago,361287.0
WI_NorthFondduLac,219948.0
