Location,Total_word_count
AZ_Benson,150262.0
CA_Anderson,281068.0
CA_Commerce,350998.0
CA_SanClemente,570812.0
CO_Northglenn,389718.0
CO_Yuma,146651.0
CT_Portland,191571.0
FL_Plantation,638239.0
FL_RoyalPalmBeach,292407.0
FL_TreasureIsland,234459.0
GA_Carrollton,250094.0
ID_Payette,185966.0
IL_OrlandPark,548186.0
KS_RoseHill,200758.0
KS_Tonganoxie,195948.0
LA_Crowley,202266.0
MA_Easthampton,154952.0
MA_Lancaster,124753.0
MA_Palmer,132144.0
MA_Southborough,119671.0
MA_Watertown,143899.0
MA_Westminster,109299.0
MI_EastLansing,360884.0
MI_HuntingtonWoods,235875.0
MI_StJoseph,208284.0
MN_NewMarketTownship,198720.0
NC_Dallas,165083.0
NJ_Wall,291563.0
NV_Henderson,683646.0
NV_Sparks,340132.0
OH_Evendale,499608.0
OH_GreenTownship,72151.0
OH_NorthCanton,401612.0
OH_Sidney,432583.0
OK_Blanchard,267473.0
OK_LoneGrove,153519.0
OR_Bend,354860.0
OR_Molalla,196302.0
PA_Baldwin,189966.0
PA_Bellefonte,206089.0
PA_California,144874.0
PA_WestNantmeal,222345.0
SD_Huron,268809.0
TN_LaVergne,210159.0
TX_Richardson,372601.0
TX_SansomPark,247999.0
UT_Bountiful,204344.0
UT_Clearfield,249724.0
UT_Taylorsville,356314.0
VA_Abingdon,234678.0
WI_FoxPoint,228808.0
WI_Monroe,290029.0
WV_Fairmont,322840.0
WY_Lander,155128.0
