Location,Total_word_count
AL_Scottsboro,137123.0
AZ_Marana,265600.0
CA_CanyonLake,147672.0
CA_LosBanos,320043.0
CA_SanLeandro,579275.0
CA_SanMarino,238392.0
CA_SantaAna,608314.0
CA_SantaMaria,408064.0
CT_Easton,125225.0
CT_Stamford,484609.0
FL_Clearwater,557125.0
FL_Clewiston,176077.0
FL_Lantana,283154.0
FL_Pinecrest,245408.0
GA_Hawkinsville,147418.0
IA_Dubuque,469648.0
IA_ForestCity,170143.0
KS_Ottawa,296871.0
KS_Topeka,566847.0
LA_Plaquemine,228854.0
MA_Harwich,105988.0
MD_Westminster,221614.0
ME_Biddeford,377853.0
ME_Skowhegan,144189.0
MN_GraniteFalls,162936.0
MN_Woodbury,263275.0
NC_Raleigh,479868.0
NC_WrightsvilleBeach,247651.0
NJ_Kenilworth,272017.0
NJ_Shrewsbury,304252.0
NY_PortJervis,268853.0
NY_WarwickVillage,205558.0
OH_Belpre,334683.0
OH_BowlingGreen,599237.0
OH_Lexington,415474.0
OH_Poland,333730.0
OH_Wooster,428781.0
OR_Troutdale,243767.0
PA_Greencastle,142378.0
PA_Hampden,277404.0
PA_LockHaven,279630.0
PA_LowerPaxton,263477.0
PA_Millersburg,44091.0
PA_Pittsburgh,675048.0
SD_Spearfish,130294.0
TN_PigeonForge,163741.0
TX_EaglePass,391492.0
UT_SouthSaltLake,308837.0
WI_Manitowoc,395912.0
WI_Watertown,459066.0
