Location,Total_word_count
CA_Beaumont,392388.0
CA_Ceres,312571.0
CA_Chowchilla,307493.0
CA_Coachella,488360.0
CA_Emeryville,436611.0
CA_LongBeach,1013295.0
CA_Montebello,371440.0
CT_Ashford,69644.0
CT_Plainfield,86843.0
FL_CooperCity,389240.0
FL_FlaglerBeach,320984.0
FL_IndianHarbourBeach,240824.0
FL_Marianna,170071.0
GA_LaGrange,511307.0
GA_Suwanee,307878.0
IA_Albia,23323.0
IA_IowaCity,501429.0
IA_Perry,158980.0
IL_Bourbonnais,289104.0
IL_Niles,364989.0
IL_StCharles,415916.0
IL_SugarGrove,338315.0
IN_Nappanee,204004.0
IN_NorthManchester,139894.0
IN_UnionCity,265231.0
KS_Manhattan,480427.0
LA_Rayne,171328.0
MI_GrandLedge,176145.0
MI_Lansing,480082.0
MI_MountClemens,322182.0
MI_Saline,228152.0
MN_MapleGrove,309701.0
MN_Wabasha,167308.0
MO_Peculiar,285607.0
NY_Gates,141477.0
NY_Gouverneur,40955.0
OH_Avon,677268.0
OH_NewBremen,371301.0
PA_Greensburg,252656.0
PA_MiddletownBorough,253140.0
PA_NewBrighton,69982.0
PA_PeachBottom,98880.0
PA_Peters,366497.0
PA_Philipsburg,163945.0
PA_WhiteOak,231650.0
SC_Hanahan,135382.0
TN_Camden,161481.0
TX_Marlin,23091.0
VT_Chester,47034.0
WI_Hobart,252521.0
WI_Milwaukee,1104876.0
