Location,Total_word_count
AL_Decatur,392488.0
AZ_ElMirage,183240.0
CA_PicoRivera,439607.0
FL_Davie,444837.0
GA_CollegePark,511576.0
IA_WebsterCity,205759.0
IL_Flora,190032.0
IL_GlendaleHeights,449181.0
IL_Minooka,290020.0
IN_Angola,244753.0
KY_FortWright,284140.0
MA_Beverly,292312.0
ME_Berwick,98964.0
ME_Rockport,75647.0
MI_Saginaw,312947.0
MO_Maryville,296244.0
MO_StJoseph,595664.0
NC_WakeForest,241401.0
NC_Winterville,166075.0
NC_Woodfin,114673.0
ND_Beulah,120807.0
NH_Salem,176636.0
NJ_Vineland,438523.0
NY_Suffern,204228.0
NY_WestSeneca,193509.0
OH_CanalFulton,406191.0
OH_Cleveland,1171726.0
OH_Strongsville,610931.0
OH_Wauseon,388560.0
OK_Sapulpa,305135.0
OR_Corvallis,511400.0
PA_Amity,267129.0
PA_Blairsville,90044.0
PA_PennHills,61523.0
PA_Wrightstown,307813.0
TX_Everman,272995.0
TX_Lewisville,523496.0
TX_Rowlett,359692.0
TX_Weatherford,473798.0
TX_Whitesboro,153273.0
TX_WichitaFalls,405860.0
UT_CedarHills,181321.0
VA_SouthHill,164058.0
WA_Cheney,272515.0
WA_Kenmore,412274.0
WI_Ladysmith,325301.0
WI_MountPleasant,259509.0
WI_PrairieduSac,337255.0
